time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-27T23:34:54.300Z,35.7086,26.6225,66.96,5.2,mww,,41,0.467,1.01,us,us10001rdw,2015-06-12T01:53:25.040Z,"58km WNW of Karpathos, Greece",earthquake
2015-03-30T08:50:42.970Z,-15.4611,-173.0867,10,5.2,mb,,63,1.996,0.9,us,us10001ver,2015-06-12T01:53:29.040Z,"89km NE of Hihifo, Tonga",earthquake
2015-04-03T17:44:03.160Z,-17.3488,-176.978,379.17,5.2,mb,,19,4.757,1.2,us,us10001tmh,2015-06-16T01:00:25.040Z,Fiji region,earthquake
2015-04-03T19:22:25.860Z,-5.0445,153.0379,53.23,5.2,mb,,47,1.215,0.86,us,us10001tnz,2015-06-16T01:00:25.040Z,"63km S of Taron, Papua New Guinea",earthquake
2015-06-13T01:14:57.000Z,56.5127,-156.4729,76.5,5.2,mb,,,,0.99,ak,ak11624588,2015-08-20T00:43:55.040Z,"105km NW of Chirikof Island, Alaska",earthquake
2015-04-10T08:24:34.540Z,-5.6732,153.2271,10,5.2,mb,,72,1.813,0.85,us,us200025k0,2015-06-22T23:18:55.040Z,"135km S of Taron, Papua New Guinea",earthquake
2015-04-11T11:42:52.270Z,4.7689,124.9262,281,5.2,mwb,,17,2.376,0.86,us,us200025u4,2015-06-22T23:18:56.040Z,"92km SW of Sarangani, Philippines",earthquake
2015-04-13T22:16:20.230Z,-21.0794,-68.6264,122,5.2,mww,,27,0.805,1.24,us,us2000269j,2015-06-22T23:19:00.040Z,"156km NNE of Calama, Chile",earthquake
2015-04-17T01:51:33.700Z,25.0365,128.8538,10,5.2,mb,,53,1.866,0.76,us,us2000277h,2015-06-26T23:15:54.040Z,"169km SE of Itoman, Japan",earthquake
2015-04-20T01:49:11.590Z,24.0958,122.4573,35,5.2,mb,,87,0.626,1.03,us,us200028h7,2015-06-26T23:15:57.040Z,"68km SW of Yonakuni, Japan",earthquake
2015-04-22T17:03:12.030Z,-30.6629,-178.3427,35,5.2,mb,,50,1.458,0.94,us,us200028dr,2015-06-26T23:16:02.040Z,"100km NNE of L'Esperance Rock, New Zealand",earthquake
2015-06-28T08:10:10.480Z,19.335,-155.2093333,8.55,5.2,ml,63,74,0.03902,0.09,hv,hv60968241,2015-10-16T06:47:42.325Z,"11km SSE of Volcano, Hawaii",earthquake
2015-04-25T06:35:46.330Z,32.8677,140.4075,86.38,5.2,mb,,83,0.556,0.92,us,us2000292n,2015-07-03T00:23:39.040Z,"61km ESE of Hachijo-jima, Japan",earthquake
2015-04-25T12:44:05.170Z,28.0979,84.5594,10,5.2,mb,,39,1.995,0.91,us,us2000295i,2015-07-03T00:23:40.040Z,"22km ESE of Lamjung, Nepal",earthquake
2015-04-25T17:09:19.820Z,-4.3235,143.2895,124.27,5.2,mb,,16,4.658,0.91,us,us20002975,2015-07-03T00:23:40.040Z,"50km E of Ambunti, Papua New Guinea",earthquake
2015-05-03T20:21:52.880Z,-5.5303,151.7708,35,5.2,mb,,48,1.386,1.01,us,us20002b11,2015-07-09T22:00:08.040Z,"141km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-04T08:09:12.420Z,-5.5821,151.8193,35,5.2,mb,,20,1.423,0.94,us,us20002b4m,2015-07-09T22:00:09.040Z,"144km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-05T02:06:44.680Z,-1.8464,152.8668,35,5.2,mb,,91,2.432,0.7,us,us20002bp9,2015-07-09T22:00:12.040Z,"206km NNE of Namatanai, Papua New Guinea",earthquake
2015-05-05T02:33:41.620Z,-5.6694,152.339,35,5.2,mb,,75,1.478,0.66,us,us20002bp2,2015-07-09T22:00:12.040Z,"145km S of Kokopo, Papua New Guinea",earthquake
2015-05-05T05:02:58.600Z,-5.1612,152.4296,35,5.2,mb,,29,0.999,0.7,us,us20002bqa,2015-07-09T22:00:12.040Z,"91km SSE of Kokopo, Papua New Guinea",earthquake
2015-05-05T08:02:46.740Z,-19.0253,168.9546,162.09,5.2,mb,,26,3.836,0.61,us,us20002br7,2015-07-09T22:00:12.040Z,"66km NNW of Isangel, Vanuatu",earthquake
2015-05-06T07:06:47.300Z,-5.6979,152.2743,43.73,5.2,mb,,47,1.5,1.09,us,us20002c5d,2015-07-09T22:00:14.040Z,"148km S of Kokopo, Papua New Guinea",earthquake
2015-05-07T08:06:06.450Z,-7.5167,154.7137,10,5.2,mb,,29,4.165,0.9,us,us100029ep,2015-07-17T07:05:55.040Z,"157km SSW of Panguna, Papua New Guinea",earthquake
2015-05-09T03:27:27.060Z,-5.5993,152.3185,23.23,5.2,mb,,35,1.407,0.92,us,us20002dzt,2015-07-17T07:06:00.040Z,"138km S of Kokopo, Papua New Guinea",earthquake
2015-05-09T13:08:45.570Z,-7.4751,154.7063,10,5.2,mb,,108,7.707,0.8,us,us20002e2m,2015-07-17T07:06:03.040Z,"154km SSW of Panguna, Papua New Guinea",earthquake
2015-05-11T11:51:17.410Z,-7.2056,154.417,10,5.2,mwc,,21,3.741,1.07,us,us20002ec9,2015-07-17T07:06:08.040Z,"153km SW of Panguna, Papua New Guinea",earthquake
2015-05-11T15:45:08.100Z,1.5234,127.2976,155.59,5.2,mb,,33,0.749,0.74,us,us20002ed1,2015-07-17T07:06:08.040Z,"80km N of Ternate, Indonesia",earthquake
2015-05-12T07:22:05.070Z,-7.1493,129.2475,156.24,5.2,mb,,40,2.195,0.79,us,us20002ejv,2015-07-17T07:06:10.040Z,"244km WNW of Saumlaki, Indonesia",earthquake
2015-05-12T08:21:10.760Z,27.7298,86.1316,15,5.2,mb,,42,0.643,0.7,us,us20002ekr,2015-07-17T07:06:11.040Z,"30km SE of Kodari, Nepal",earthquake
2015-05-12T21:25:11.930Z,27.783,84.6384,10,5.2,mb,,38,1.932,0.62,us,us20002etn,2015-07-17T07:06:14.040Z,"23km ENE of Bharatpur, Nepal",earthquake
2015-05-14T14:08:17.560Z,10.9473,-86.2824,45.69,5.2,mb,,116,0.996,1.03,us,us100028yd,2015-07-23T01:03:59.040Z,"56km SW of San Juan del Sur, Nicaragua",earthquake
2015-05-15T13:15:57.130Z,-52.984,27.4062,10,5.2,mb,,31,21.138,0.66,us,us100029am,2015-07-23T01:04:01.040Z,South of Africa,earthquake
2015-05-17T16:15:15.610Z,12.9436,146.1194,30.73,5.2,mb,,44,1.376,0.74,us,us100029zi,2015-07-23T01:04:05.040Z,"148km ESE of Yigo Village, Guam",earthquake
2015-05-19T10:14:10.530Z,-16.8025,-14.1651,10,5.2,mb,,54,23.912,0.54,us,us10002ahb,2015-07-23T01:04:10.040Z,Southern Mid-Atlantic Ridge,earthquake
2015-05-20T03:31:42.550Z,38.6418,70.1959,14.6,5.2,mww,,17,0.369,0.43,us,us10002aq2,2015-07-23T01:04:12.040Z,"32km ESE of Roghun, Tajikistan",earthquake
2015-05-24T23:59:47.140Z,7.3442,-36.3917,10,5.2,mwb,,54,13.094,0.67,us,us10002byt,2015-07-29T01:35:41.040Z,Central Mid-Atlantic Ridge,earthquake
2015-05-25T02:06:24.830Z,-16.789,-14.2159,10,5.2,mb,,45,8.172,0.79,us,us10002bz3,2015-07-29T01:35:41.040Z,Southern Mid-Atlantic Ridge,earthquake
2015-05-25T17:48:43.920Z,-51.8469,139.2734,10,5.2,mb,,47,10.467,1.13,us,us10002c1s,2015-07-29T01:35:44.040Z,Western Indian-Antarctic Ridge,earthquake
2015-05-29T04:28:16.000Z,-28.216,-70.649,43.8,5.2,mww,,,,1.35,us,us20002k8v,2015-08-08T00:48:57.040Z,"40km NNE of Vallenar, Chile",earthquake
2015-06-01T06:54:10.800Z,44.1977,-129.8272,10,5.2,mb,,167,4.207,1.46,us,us20002pax,2015-08-08T00:49:39.040Z,Off the coast of Oregon,earthquake
2015-06-01T12:57:52.480Z,86.1076,31.685,10,5.2,mb,,15,7.584,0.62,us,us20002l0w,2015-08-08T00:49:45.040Z,North of Svalbard,earthquake
2015-06-06T20:22:32.440Z,-2.2748,138.8773,46.29,5.2,mb,,27,6.652,0.65,us,us20002mld,2015-08-10T13:08:22.040Z,"193km WNW of Abepura, Indonesia",earthquake
2015-06-12T18:29:30.290Z,14.0119,93.5776,48.57,5.2,mb,,37,2.479,1.13,us,us20002pfu,2015-08-20T00:43:55.040Z,"272km NNE of Bamboo Flat, India",earthquake
2015-06-30T10:34:10.480Z,51.9477,177.2028,58.79,5.2,mb,,44,0.809,1,us,us10002mj9,2015-09-02T22:37:25.040Z,"32km WSW of Kiska Volcano, Alaska",earthquake
2015-06-30T10:46:56.610Z,-21.2944,-174.1279,10,5.2,mb,,61,7.678,1.23,us,us10002mje,2015-09-02T22:37:25.040Z,"85km E of `Ohonua, Tonga",earthquake
2015-06-30T12:19:17.100Z,-32.3182,-177.8163,10,5.2,mb,,32,3.064,1.07,us,us10002mjx,2015-09-02T22:37:25.040Z,"141km SE of L'Esperance Rock, New Zealand",earthquake
2015-07-02T07:26:49.230Z,-34.7042,-16.1836,10,5.2,mwc,,45,3.927,0.92,us,us10002mzh,2015-09-30T00:20:50.040Z,Southern Mid-Atlantic Ridge,earthquake
2015-07-02T15:01:10.680Z,-5.9195,147.3155,86.61,5.2,mb,,14,3.466,1.04,us,us10002n0i,2015-09-30T00:20:51.040Z,"96km NNE of Lae, Papua New Guinea",earthquake
2015-07-04T23:35:52.220Z,51.4283,-173.8221,18.83,5.2,mb,,127,0.808,0.69,us,us10002ngp,2015-09-30T00:20:56.040Z,"89km SSE of Atka, Alaska",earthquake
2015-07-05T12:56:47.600Z,17.972,120.6844,13.14,5.2,mww,,44,4.835,0.83,us,us10002nih,2015-09-30T00:20:57.040Z,"3km ESE of Espiritu, Philippines",earthquake
2015-07-07T07:53:15.950Z,-5.4916,152.3372,46.39,5.2,mb,,38,1.303,0.77,us,us20002vng,2015-09-30T00:21:00.040Z,"126km S of Kokopo, Papua New Guinea",earthquake
2015-07-08T07:15:54.660Z,-59.4836,-29.0804,10,5.2,mb,,57,14.605,1.38,us,us20002vxp,2015-09-30T00:21:02.040Z,"154km WSW of Bristol Island, South Sandwich Islands",earthquake
2015-07-10T04:21:16.330Z,-9.2417,158.1882,10,5.2,mb,,66,1.747,0.76,us,us20002whk,2015-10-09T20:19:10.040Z,"161km SW of Dadali, Solomon Islands",earthquake
2015-07-11T01:53:58.100Z,-4.9294,153.5988,56.2,5.2,mb,,19,1.607,0.88,us,us20002wqc,2015-10-09T20:19:11.040Z,"80km SE of Taron, Papua New Guinea",earthquake
2015-07-09T08:27:39.500Z,40.1226,142.6028,38.28,5.2,mww,,133,1.936,1.3,us,us20002w8t,2015-10-09T20:19:09.040Z,"77km NE of Miyako, Japan",earthquake
2015-07-11T11:27:00.200Z,43.8887,148.0107,40.56,5.2,mwb,,60,3.915,0.77,us,us20002wsa,2015-10-09T20:19:12.040Z,"104km E of Shikotan, Russia",earthquake
2015-07-15T14:10:04.210Z,-15.6101,41.0503,14.62,5.2,mb,,52,6.566,1.13,us,us20002xnn,2015-10-09T20:19:19.040Z,"72km SSE of Ilha de Mocambique, Mozambique",earthquake
2015-07-16T01:58:53.830Z,-26.7699,-176.2207,9.15,5.2,mb,,53,2.891,0.64,us,us20002xu6,2015-10-14T21:05:35.040Z,South of the Fiji Islands,earthquake
2015-07-17T06:22:24.640Z,-32.3201,-177.7736,10,5.2,mb,,57,3.068,0.94,us,us20002y3c,2015-10-14T21:05:38.040Z,"145km SE of L'Esperance Rock, New Zealand",earthquake
2015-07-17T19:39:44.170Z,-5.529,152.0598,38.01,5.2,mb,,19,1.333,0.89,us,us20002y7m,2015-10-14T21:05:40.040Z,"132km S of Kokopo, Papua New Guinea",earthquake
2015-07-17T11:11:22.780Z,-35.5031,-73.2219,10,5.2,mww,,89,1.166,0.84,us,us20002y48,2015-10-14T21:05:39.040Z,"75km WSW of Constitucion, Chile",earthquake
2015-07-21T15:58:04.220Z,-20.6647,-175.0273,10,5.2,mb,,43,5.053,1,us,us20002ywd,2015-10-14T21:05:48.040Z,"54km NNE of Nuku`alofa, Tonga",earthquake
2015-07-22T05:35:39.440Z,5.0563,94.7158,23.68,5.2,mww,,26,2.229,1.04,us,us20002z57,2015-10-14T21:05:49.040Z,"87km SW of Banda Aceh, Indonesia",earthquake
2015-07-25T07:34:09.000Z,-8.37,-75.71,126,5.2,mb,,,,1.18,us,us2000301t,2015-10-22T20:04:58.040Z,"83km E of Uchiza, Peru",earthquake
2015-07-27T01:15:03.560Z,-8.9989,158.5435,10,5.2,mb,,28,1.453,1.07,us,us2000309e,2015-10-22T20:05:02.040Z,"117km SSW of Dadali, Solomon Islands",earthquake
2015-07-27T04:53:32.090Z,52.0935,-169.2434,13.96,5.2,mb,,156,0.753,0.58,us,us10002wnw,2015-10-22T20:05:02.040Z,"97km SSW of Nikolski, Alaska",earthquake
2015-07-29T16:05:02.440Z,52.0523,-169.355,29,5.2,mwb,,69,0.769,0.98,us,us200031d8,2015-10-22T20:05:14.040Z,"103km SSW of Nikolski, Alaska",earthquake
2015-09-25T22:58:40.260Z,16.9923,145.896,16.02,5.2,mb,,28,0.671,0.61,us,us20003p94,2015-10-23T04:09:24.651Z,"74km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-10-12T04:35:40.770Z,7.5362,-77.476,10,5.2,mb,,24,1.112,1.33,us,us10003mxh,2015-10-29T03:55:33.635Z,"41km WNW of Riosucio, Colombia",earthquake
2015-07-30T18:35:18.970Z,-27.0673,-176.2887,12.7,5.2,mb,,98,2.608,1.01,us,us10002wen,2015-10-30T02:47:38.040Z,"290km NNE of Raoul Island, New Zealand",earthquake
2015-07-31T10:06:31.380Z,30.0391,57.5809,11,5.2,mwb,,55,0.181,0.74,us,us10002wtx,2015-10-30T02:47:39.040Z,"55km ESE of Kerman, Iran",earthquake
2015-08-01T04:46:24.830Z,-25.4093,154.1987,10,5.2,mb,,31,2.819,0.98,us,us10002x2n,2015-10-30T02:47:41.040Z,"123km ENE of Rainbow Beach, Australia",earthquake
2015-08-01T11:30:21.410Z,-30.0726,-68.282,10,5.2,mww,,20,1.508,0.77,us,us10002x3v,2015-10-30T02:47:41.040Z,"48km ENE of San Jose de Jachal, Argentina",earthquake
2015-08-02T13:08:46.020Z,8.1761,123.8546,602.93,5.2,mb,,26,2.032,0.92,us,us10002xaf,2015-10-30T02:47:44.040Z,"2km S of Clarin, Philippines",earthquake
2015-08-04T16:38:28.360Z,-11.1729,166.9444,35.83,5.2,mb,,49,4.256,0.69,us,us10002xw8,2015-10-30T02:47:48.040Z,"131km ESE of Lata, Solomon Islands",earthquake
2015-09-24T15:57:19.530Z,-36.1551,-100.9621,10.1,5.2,mb,,127,18.324,0.88,us,us20003nr5,2015-10-30T15:30:55.040Z,Southeast of Easter Island,earthquake
2015-09-29T19:53:21.260Z,-3.3818,146.404,12.26,5.2,mwb,,38,6.03,1.14,us,us10003iy5,2015-11-04T22:57:58.040Z,"178km SSW of Lorengau, Papua New Guinea",earthquake
2015-09-29T15:35:16.820Z,-5.4388,152.0728,21,5.2,mwb,,37,6.265,0.65,us,us10003ivk,2015-11-05T14:24:04.040Z,"122km S of Kokopo, Papua New Guinea",earthquake
2015-08-06T09:22:29.530Z,36.4517,140.5954,52.78,5.2,mww,,86,0.394,1.3,us,us10002z24,2015-11-06T18:06:19.040Z,"3km ESE of Funaishikawa, Japan",earthquake
2015-08-07T06:52:20.160Z,24.0263,-108.8003,10,5.2,mww,,161,2.333,1.17,us,us1000300q,2015-11-06T18:06:21.040Z,"138km SW of Navolato, Mexico",earthquake
2015-08-08T04:13:41.920Z,-6.6793,152.0799,41.96,5.2,mb,,37,2.473,1.02,us,us100030dl,2015-11-06T18:06:22.040Z,"248km ESE of Kimbe, Papua New Guinea",earthquake
2015-08-10T09:40:09.020Z,-29.4727,-71.2415,38.93,5.2,mb,,58,0.444,0.67,us,us100030qh,2015-11-06T18:06:24.040Z,"48km N of La Serena, Chile",earthquake
2015-08-12T12:50:43.360Z,-16.5413,-177.2523,403.01,5.2,mb,,62,4.645,0.96,us,us100031fd,2015-11-06T18:06:26.040Z,"266km SSE of Sigave, Wallis and Futuna",earthquake
2015-09-24T16:13:25.830Z,-30.7304,-71.3748,42.03,5.2,mww,,41,0.231,0.84,us,us20003nrd,2015-11-12T15:21:58.033Z,"22km SW of Ovalle, Chile",earthquake
2015-09-29T08:46:50.590Z,40.3094,143.6835,10,5.2,mwr,,83,1.749,0.61,us,us10003iqu,2015-11-14T07:40:14.040Z,"165km ENE of Miyako, Japan",earthquake
2015-08-13T19:30:14.420Z,14.0922,-91.3013,58.03,5.2,mww,,66,0.574,0.83,us,us1000322j,2015-11-17T00:13:26.040Z,"11km S of Nueva Concepcion, Guatemala",earthquake
2015-08-14T13:43:12.760Z,-27.0844,-176.0072,10,5.2,mb,,42,2.74,0.95,us,us1000329x,2015-11-17T00:13:27.040Z,Kermadec Islands region,earthquake
2015-08-14T04:43:44.730Z,42.6447,143.1818,87.33,5.2,mb,,58,0.629,0.88,us,us1000326m,2015-11-17T00:13:27.040Z,"30km S of Obihiro, Japan",earthquake
2015-08-14T14:09:17.110Z,-26.0837,-177.0979,99.12,5.2,mb,,51,3.234,1.25,us,us100032a0,2015-11-17T00:13:27.040Z,South of the Fiji Islands,earthquake
2015-08-15T17:29:21.060Z,-26.9754,-176.2898,7.1,5.2,mb,,76,2.684,0.69,us,us100032lh,2015-11-17T00:13:30.040Z,"299km NNE of Raoul Island, New Zealand",earthquake
2015-08-16T21:05:10.840Z,-5.6835,154.0431,61.79,5.2,mb,,26,2.388,0.75,us,us100032q9,2015-11-17T00:13:32.040Z,"174km WNW of Panguna, Papua New Guinea",earthquake
2015-10-12T07:23:25.790Z,11.877,57.8101,10,5.2,mb,,56,3.791,1.2,us,us10003mxr,2015-11-17T14:59:46.040Z,Owen Fracture Zone region,earthquake
2015-10-06T21:27:33.000Z,36.1682,29.8952,22.4,5.2,mww,,,,0.87,us,us10003ksq,2015-11-19T22:18:22.040Z,"11km SW of Demre, Turkey",earthquake
2015-11-02T03:04:08.270Z,-18.1736,-177.8377,608.43,5.2,mb,,21,3.934,1,us,us20004194,2015-11-20T01:16:28.986Z,"288km NNE of Ndoi Island, Fiji",earthquake
2015-10-10T09:04:01.020Z,-8.0486,107.4009,35,5.2,mb,,35,2.969,1.13,us,us10003mnt,2015-11-21T06:33:49.040Z,"56km SSW of Gunungsulah, Indonesia",earthquake
2015-10-02T15:51:53.330Z,1.3146,125.0141,109.83,5.2,mww,,69,2.413,1.21,us,us10003js9,2015-11-21T15:35:33.606Z,"11km E of Tondano, Indonesia",earthquake
2015-08-21T18:45:40.970Z,-22.4517,-178.2033,380.45,5.2,mb,,34,5.856,1.29,us,us1000342e,2015-11-24T02:09:27.040Z,"206km SSE of Ndoi Island, Fiji",earthquake
2015-08-22T06:25:38.710Z,14.7287,147.0441,37.09,5.2,mb,,30,1.303,1.29,us,us1000346a,2015-11-24T02:09:28.040Z,"148km ESE of Saipan, Northern Mariana Islands",earthquake
2015-08-25T22:51:36.710Z,32.0765,131.733,36.49,5.2,mwr,,40,1.228,0.83,us,us100034x5,2015-11-24T02:09:36.040Z,"22km ESE of Takanabe, Japan",earthquake
2015-08-26T21:56:37.460Z,27.0723,-44.4539,10,5.2,mb,,65,18.35,0.51,us,us1000355w,2015-11-24T02:09:38.040Z,Northern Mid-Atlantic Ridge,earthquake
2015-10-22T00:32:28.420Z,-27.7741,74.0613,10,5.2,mwb,,30,17.918,1.18,us,us10003qj8,2015-11-28T05:02:42.040Z,Mid-Indian Ridge,earthquake
2015-11-28T05:44:40.840Z,-30.339,-72.0603,10,5.2,mb,,85,0.496,1.01,us,us100041ui,2015-12-02T18:22:25.000Z,"81km WSW of Coquimbo, Chile",earthquake
2015-10-25T14:47:51.960Z,18.2628,-101.611,41.96,5.2,mww,,48,0.667,0.75,us,us10003rb9,2015-11-29T16:19:22.040Z,"8km N of Tres Palos, Mexico",earthquake
2015-11-02T16:36:47.690Z,-6.9984,129.6771,109.6,5.2,mb,,19,4.794,1.03,us,us200041be,2015-11-30T21:53:26.993Z,"209km WNW of Saumlaki, Indonesia",earthquake
2015-08-27T19:10:12.190Z,45.2784,147.157,146.41,5.2,mb,,81,3.454,0.61,us,us100035gy,2015-12-01T00:35:59.040Z,"57km W of Kuril'sk, Russia",earthquake
2015-08-29T03:53:23.170Z,19.1695,145.6204,120.08,5.2,mwc,,23,2.814,0.92,us,us100035y3,2015-12-01T00:36:01.040Z,"44km N of Agrihan, Northern Mariana Islands",earthquake
2015-12-01T06:13:44.350Z,41.3941,73.1912,48.21,5.2,mb,,46,1.576,0.8,us,us100042du,2015-12-03T11:03:54.327Z,"40km S of Uch-Terek, Kyrgyzstan",earthquake
2015-12-03T03:02:36.170Z,-34.6079,-109.3666,15.32,5.2,mb,,63,7.424,0.79,us,us100042wp,2015-12-03T11:05:03.517Z,Southern East Pacific Rise,earthquake
2015-12-03T08:32:46.080Z,-29.7343,-71.6895,34.29,5.2,mb,,88,0.432,0.55,us,us100042yl,2015-12-03T16:35:18.819Z,"41km NW of Coquimbo, Chile",earthquake
2015-11-18T01:58:46.980Z,-6.4541,130.2819,116,5.2,mww,,20,1.823,1.11,us,us10003z6v,2015-12-04T05:58:48.506Z,"201km NW of Saumlaki, Indonesia",earthquake
2015-09-03T07:32:46.070Z,-15.4727,-174.7047,212.13,5.2,mb,,46,5.802,0.9,us,us20003fxu,2015-12-05T01:40:23.040Z,"115km WNW of Hihifo, Tonga",earthquake
2015-09-04T04:49:22.440Z,29.2819,130.5968,17.99,5.2,mww,,30,2.223,1.04,us,us20003g79,2015-12-05T01:40:25.040Z,"148km NE of Naze, Japan",earthquake
2015-09-05T06:34:11.450Z,51.5128,-174.4467,48.01,5.2,mb,,89,0.707,0.99,us,us20003gl8,2015-12-05T01:40:27.040Z,"77km SSW of Atka, Alaska",earthquake
2015-09-05T22:13:46.750Z,-25.7802,-64.6856,6.2,5.2,mb,,36,4.125,0.91,us,us20003gu0,2015-12-05T01:40:30.040Z,"44km S of El Galpon, Argentina",earthquake
2015-09-07T20:24:59.020Z,-32.7721,-178.4296,13.94,5.2,mb,,57,3.542,1,us,us20003h5l,2015-12-05T01:40:35.040Z,"154km SSE of L'Esperance Rock, New Zealand",earthquake
2015-09-09T02:35:31.500Z,-59.5965,-26.1635,35,5.2,mb,,37,15.306,1.05,us,us20003hgt,2015-12-05T01:40:38.040Z,"65km SSE of Bristol Island, South Sandwich Islands",earthquake
2015-09-09T05:43:56.830Z,45.3188,150.4115,64.32,5.2,mb,,80,5.564,0.93,us,us20003hhr,2015-12-05T01:40:38.040Z,"198km E of Kuril'sk, Russia",earthquake
2015-12-05T02:10:02.180Z,-23.5624,-64.6939,21.1,5.2,mb,,29,3.996,1.48,us,us1000448u,2015-12-05T03:16:22.032Z,"22km NNW of Caimancito, Argentina",earthquake
2015-11-08T13:23:47.760Z,6.769,94.479,9.75,5.2,mb,,53,2.892,0.96,us,us10003vqx,2015-12-08T19:39:27.040Z,"134km NW of Sabang, Indonesia",earthquake
2015-12-09T11:15:30.460Z,-4.2741,129.7396,35,5.2,mb,,46,2.843,0.94,us,us20004fu0,2015-12-09T11:43:57.121Z,"138km SE of Amahai, Indonesia",earthquake
2015-11-08T15:40:56.440Z,48.3955,154.7527,49.53,5.2,mb,,60,5.075,0.56,us,us10003vrc,2015-12-09T18:06:17.040Z,"272km SSW of Severo-Kuril'sk, Russia",earthquake
2015-11-08T16:59:20.850Z,6.9335,94.7617,10,5.2,mb,,24,2.755,0.77,us,us10003vs5,2015-12-09T21:23:12.040Z,"130km NNW of Sabang, Indonesia",earthquake
2015-12-10T02:04:45.740Z,-4.1989,129.5351,46.09,5.2,mb,,36,2.992,0.99,us,us20004g28,2015-12-10T10:07:28.713Z,"117km SE of Amahai, Indonesia",earthquake
2015-11-07T22:53:54.390Z,1.5948,126.5761,37.1,5.2,mb,,30,1.137,0.95,us,us10003vmc,2015-12-11T05:16:02.040Z,"125km NW of Kota Ternate, Indonesia",earthquake
2015-09-11T23:51:53.020Z,-5.982,146.6932,12.47,5.2,mwb,,14,3.969,0.75,us,us20003ivd,2015-12-12T00:42:47.040Z,"87km NNW of Lae, Papua New Guinea",earthquake
2015-09-11T21:16:13.210Z,14.5554,-93.8705,29.18,5.2,mb,,51,2.107,0.91,us,us20003iv2,2015-12-12T00:42:47.040Z,"142km SW of Mapastepec, Mexico",earthquake
2015-09-12T16:42:33.770Z,-25.018,-177.0249,77.25,5.2,mb,,53,4.286,1.16,us,us20003j1a,2015-12-12T00:42:48.040Z,South of the Fiji Islands,earthquake
2015-09-13T02:55:46.730Z,-29.3727,-177.4895,42.33,5.2,mb,,58,0.404,0.97,us,us20003j44,2015-12-12T00:42:50.040Z,"41km ESE of Raoul Island, New Zealand",earthquake
2015-09-13T08:27:12.440Z,24.9529,-109.7119,10,5.2,mb,,56,1.006,0.92,us,us20003j54,2015-12-12T00:42:50.040Z,"97km SW of Topolobampo, Mexico",earthquake
2015-09-16T13:08:59.120Z,24.2526,121.8286,16.74,5.2,mww,,29,0.227,0.8,us,us20003jy9,2015-12-12T00:42:56.040Z,"38km NE of Hualian, Taiwan",earthquake
2015-09-16T23:13:12.340Z,-30.2269,-71.197,29.47,5.2,mb,,112,0.584,1.09,us,us10003iua,2015-12-12T00:42:57.040Z,"33km SSE of Coquimbo, Chile",earthquake
2015-09-16T23:32:24.760Z,-31.4153,-71.8835,19.47,5.2,mb,,149,0.769,0.7,us,us10003itw,2015-12-12T00:42:58.040Z,"72km WNW of Illapel, Chile",earthquake
2015-11-11T22:17:59.500Z,1.5536,127.2926,96.71,5.2,mb,,38,0.78,0.6,us,us10003xn2,2015-12-12T02:04:26.040Z,"82km WSW of Tobelo, Indonesia",earthquake
2015-11-05T01:59:22.390Z,56.1986,162.4331,60.96,5.2,mb,,72,3.867,0.65,us,us10003ut4,2015-12-14T06:49:49.040Z,"4km SW of Ust'-Kamchatsk Staryy, Russia",earthquake
2015-12-14T21:12:02.290Z,52.9163,-167.9227,43.05,5.2,mb,,136,0.567,0.92,us,us20004h58,2015-12-20T03:18:11.820Z,"63km E of Nikolski, Alaska",earthquake
2015-10-30T11:26:43.400Z,25.0907,99.5721,24.61,5.2,mb,,43,2.872,0.61,us,us200040pj,2015-12-15T00:27:17.040Z,"29km N of Youdian, China",earthquake
2015-11-14T10:21:42.400Z,37.9417,143.8515,27.37,5.2,mww,,91,2.422,0.84,us,us10003ybn,2015-12-16T12:30:38.040Z,"224km ESE of Ofunato, Japan",earthquake
2015-11-12T17:28:39.080Z,51.5005,-175.0682,39.43,5.2,mb,,64,0.721,0.78,us,us10003xtq,2015-12-16T18:47:57.040Z,"97km SW of Atka, Alaska",earthquake
2015-12-16T20:38:40.670Z,-19.5751,-174.6782,74.9,5.2,mb,,34,4.513,1.86,us,us20004hm8,2015-12-17T04:41:08.974Z,"42km NW of Pangai, Tonga",earthquake
2015-12-07T02:54:39.650Z,-17.6527,-174.3807,10,5.2,mb,,60,4.46,1.49,us,us100044j9,2015-12-18T00:08:05.166Z,"118km NNW of Neiafu, Tonga",earthquake
2015-12-20T07:29:11.080Z,-28.2627,-176.3981,10,5.2,mb,,31,1.662,1.1,us,us100048fn,2015-12-20T15:31:49.437Z,"184km NE of Raoul Island, New Zealand",earthquake
2015-12-20T09:28:52.660Z,12.8712,124.3626,119.71,5.2,mb,,68,5.888,1.03,us,us100048g8,2015-12-20T17:31:29.071Z,"20km N of Biri, Philippines",earthquake
2015-11-19T13:49:44.680Z,-7.6355,-13.5566,10,5.2,mb,,50,0.849,1.09,us,us10003ziq,2015-12-20T15:25:03.040Z,"100km ENE of Georgetown, Saint Helena",earthquake
