time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-16T22:54:32.860Z,-31.5729,-71.6744,22.44,8.3,mww,,19,0.684,1.02,us,us20003k7a,2015-12-12T00:42:57.040Z,"48km W of Illapel, Chile",earthquake
2015-04-25T06:11:25.950Z,28.2305,84.7314,8.22,7.8,mww,,12,1.857,0.96,us,us20002926,2015-10-27T23:00:39.822Z,"36km E of Khudi, Nepal",earthquake
2015-05-30T11:23:02.110Z,27.8386,140.4931,664,7.8,mww,,12,1.675,1.12,us,us20002ki3,2015-08-08T00:49:15.040Z,"189km WNW of Chichi-shima, Japan",earthquake
2015-11-24T22:45:38.060Z,-10.5484,-70.9038,600.63,7.6,mww,,16,3.317,0.93,us,us100040ww,2015-12-18T22:20:50.604Z,"169km WNW of Iberia, Peru",earthquake
2015-11-24T22:50:53.770Z,-10.0475,-71.0226,611.71,7.6,mww,,15,2.84,0.99,us,us100040x6,2015-11-26T00:49:02.039Z,"210km S of Tarauaca, Brazil",earthquake
2015-03-29T23:48:31.010Z,-4.7294,152.5623,41,7.5,mww,,19,0.666,1.32,us,us10001rvu,2015-06-12T01:53:28.040Z,"53km SE of Kokopo, Papua New Guinea",earthquake
2015-05-05T01:44:06.380Z,-5.4624,151.8751,55,7.5,mww,,22,1.295,1.02,us,us20002bnf,2015-07-09T22:00:11.040Z,"130km SSW of Kokopo, Papua New Guinea",earthquake
2015-10-26T09:09:42.570Z,36.5263,70.3619,231,7.5,mww,,18,0.622,1.43,us,us10003re5,2015-12-10T14:14:55.138Z,"45km E of Farkhar, Afghanistan",earthquake
2015-05-12T07:05:19.730Z,27.8087,86.0655,15,7.3,mww,,11,0.677,0.92,us,us20002ejl,2015-07-17T07:06:09.040Z,"19km SE of Kodari, Nepal",earthquake
2015-12-07T07:50:06.610Z,38.2579,72.7669,26,7.2,mww,,22,1.138,1.13,us,us100044k6,2015-12-14T19:30:09.047Z,"105km W of Murghob, Tajikistan",earthquake
2015-02-13T18:59:12.230Z,52.6487,-31.9016,16.68,7.1,mww,,17,11.262,0.79,us,usb000tp5q,2015-05-11T23:20:12.040Z,Northern Mid-Atlantic Ridge,earthquake
2015-05-07T07:10:19.590Z,-7.2175,154.5567,10,7.1,mww,,11,3.835,0.7,us,us20002das,2015-07-17T07:05:54.040Z,"143km SW of Panguna, Papua New Guinea",earthquake
2015-10-20T21:52:02.560Z,-14.8595,167.3028,135,7.1,mww,,11,0.592,1.02,us,us10003q0q,2015-12-01T22:31:26.756Z,"34km NE of Port-Olry, Vanuatu",earthquake
2015-12-04T22:25:00.110Z,-47.6165,85.0913,35,7.1,mww,,8,10.034,1.42,us,us100043z2,2015-12-13T23:41:17.202Z,Southeast Indian Ridge,earthquake
2015-02-27T13:45:05.370Z,-7.2968,122.5348,552.06,7,mww,,12,1.362,1.12,us,usc000ttkd,2015-05-19T00:28:56.040Z,"130km N of Nebe, Indonesia",earthquake
2015-06-17T12:51:32.790Z,-35.3639,-17.1605,10,7,mww,,34,21.859,1.16,us,us20002qn7,2015-08-20T00:44:01.040Z,Southern Mid-Atlantic Ridge,earthquake
2015-07-18T02:27:33.820Z,-10.4012,165.1409,11,7,mww,,22,5.205,1.09,us,us20002yaw,2015-10-14T21:05:40.040Z,"83km WNW of Lata, Solomon Islands",earthquake
2015-07-27T21:41:21.710Z,-2.6286,138.5277,48,7,mww,,12,6.278,1.2,us,us200030kn,2015-10-22T20:05:08.040Z,"228km W of Abepura, Indonesia",earthquake
2015-09-16T23:18:41.850Z,-31.5622,-71.4262,28.41,7,mww,,13,0.903,0.93,us,us20003k7w,2015-12-12T00:42:58.040Z,"25km WNW of Illapel, Chile",earthquake
2015-11-18T18:31:04.830Z,-8.9004,158.4235,14.13,7,mww,,19,1.597,0.85,us,us10003zcp,2015-12-22T00:25:02.861Z,"115km SW of Dadali, Solomon Islands",earthquake
2015-05-22T21:45:19.480Z,-11.0559,163.6959,11.19,6.9,mww,,22,4.024,1.37,us,us10002bnk,2015-07-29T01:35:34.040Z,"205km ESE of Kirakira, Solomon Islands",earthquake
2015-07-27T04:49:46.400Z,52.376,-169.4458,29,6.9,mww,,39,0.444,1.12,us,us200030aq,2015-10-22T20:05:02.040Z,"73km SSW of Nikolski, Alaska",earthquake
2015-12-09T10:21:50.420Z,-4.1181,129.4776,33.88,6.9,mwp,,16,3.011,0.87,us,us20004ft7,2015-12-09T15:54:22.725Z,"106km SE of Amahai, Indonesia",earthquake
2015-11-11T01:54:38.570Z,-29.5067,-72.0068,12,6.9,mww,,32,0.784,1.08,us,us10003x8t,2015-12-20T21:46:59.233Z,"81km NW of Coquimbo, Chile",earthquake
2015-11-11T02:46:19.830Z,-29.5097,-72.0585,10,6.9,mww,,43,0.821,1.18,us,us10003x9g,2015-12-20T21:52:27.090Z,"84km NW of Coquimbo, Chile",earthquake
2015-01-23T03:47:27.050Z,-17.0309,168.52,219.96,6.8,mww,,13,2.019,0.71,us,usc000tihy,2015-04-24T16:55:09.040Z,"80km NNE of Port-Vila, Vanuatu",earthquake
2015-05-01T08:06:03.480Z,-5.2005,151.7773,44,6.8,mww,,23,1.074,0.65,us,us20002am6,2015-07-09T22:00:04.040Z,"108km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-12T21:12:58.890Z,38.9056,142.0317,35,6.8,mww,,8,1.422,0.84,us,us20002et4,2015-07-17T07:06:13.040Z,"32km SE of Ofunato, Japan",earthquake
2015-05-20T22:48:53.420Z,-10.8759,164.1694,11,6.8,mww,,15,4.395,0.72,us,us10002b03,2015-07-23T01:04:14.040Z,"182km W of Lata, Solomon Islands",earthquake
2015-05-22T23:59:33.770Z,-11.1093,163.2154,10,6.8,mww,,18,3.619,0.81,us,us10002bpw,2015-07-29T01:35:34.040Z,"159km ESE of Kirakira, Solomon Islands",earthquake
2015-11-07T07:31:43.840Z,-30.8853,-71.4598,46,6.8,mww,,41,0.259,0.78,us,us10003vgt,2015-12-19T06:14:10.604Z,"40km SW of Ovalle, Chile",earthquake
2015-02-11T18:57:22.460Z,-23.1125,-66.688,223,6.7,mww,,16,2.11,1.02,us,usc000tp1s,2015-05-04T22:47:55.040Z,"102km W of El Aguilar, Argentina",earthquake
2015-02-16T23:06:28.270Z,39.8558,142.8808,23,6.7,mww,,20,1.925,0.94,us,usb000tpvj,2015-05-20T18:52:24.646Z,"83km ENE of Miyako, Japan",earthquake
2015-05-29T07:00:09.000Z,56.594,-156.43,72.6,6.7,ms,,,,0.85,ak,ak11610140,2015-08-08T00:48:58.040Z,"99km NNW of Chirikof Island, Alaska",earthquake
2015-04-26T07:09:10.670Z,27.7711,86.0173,22.91,6.7,mww,,13,0.727,0.86,us,us200029bt,2015-07-03T00:23:41.040Z,"21km SSE of Kodari, Nepal",earthquake
2015-04-30T10:45:02.930Z,-5.375,151.7706,31,6.7,mww,,12,1.239,1.1,us,us20002ag9,2015-07-09T22:00:03.040Z,"125km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-19T15:25:21.080Z,-54.3312,-132.1618,7.2,6.7,mww,,24,31.555,0.91,us,us10002aj3,2015-07-23T01:04:11.040Z,Pacific-Antarctic Ridge,earthquake
2015-07-10T04:12:42.540Z,-9.307,158.403,12,6.7,mww,,11,1.529,1.11,us,us20002whh,2015-10-09T20:19:10.040Z,"155km SSW of Dadali, Solomon Islands",earthquake
2015-11-26T05:45:18.300Z,-9.1912,-71.288,599.35,6.7,mwb,,19,2.018,1.19,us,us100041f1,2015-11-27T15:46:32.000Z,"127km SSW of Tarauaca, Brazil",earthquake
2015-09-13T08:14:08.560Z,24.913,-109.6226,10,6.7,mww,,123,1.256,0.65,us,us20003j4u,2015-12-12T00:42:50.040Z,"95km SW of Topolobampo, Mexico",earthquake
2015-11-13T20:51:31.020Z,30.9945,128.8854,12,6.7,mww,,17,1.437,1.25,us,us10003y71,2015-12-17T21:42:49.922Z,"139km WSW of Makurazaki, Japan",earthquake
2015-09-17T04:10:27.780Z,-31.5173,-71.804,23,6.7,mww,,35,0.853,0.91,us,us20003kfv,2015-12-21T23:16:13.040Z,"61km WNW of Illapel, Chile",earthquake
2015-04-25T06:45:21.320Z,28.2244,84.8216,10,6.6,mww,,16,1.778,0.64,us,us2000292y,2015-07-03T00:23:39.040Z,"44km E of Lamjung, Nepal",earthquake
2015-08-10T04:12:15.810Z,-9.3438,158.0525,22,6.6,mww,,20,1.872,1.01,us,us100030pg,2015-11-06T18:06:24.040Z,"179km SW of Dadali, Solomon Islands",earthquake
2015-09-24T15:53:27.740Z,-0.6212,131.2622,18,6.6,mww,,13,2.486,1.13,us,us20003nqr,2015-11-20T16:17:25.068Z,"29km N of Sorong, Indonesia",earthquake
2015-12-17T19:49:54.530Z,15.8883,-93.4463,97.78,6.6,mww,,35,1.318,1.08,us,us100047zq,2015-12-20T00:08:16.285Z,"9km ENE of Tres Picos, Mexico",earthquake
2015-11-08T16:47:02.160Z,6.8431,94.648,10,6.6,mww,,31,2.792,1.23,us,us10003vry,2015-12-20T15:10:43.665Z,"128km NW of Sabang, Indonesia",earthquake
2015-09-21T17:40:00.060Z,-31.7275,-71.3792,35,6.6,mww,,14,1.064,0.79,us,us20003mi0,2015-12-21T23:16:29.040Z,"22km WSW of Illapel, Chile",earthquake
2015-01-07T05:07:07.510Z,5.9045,-82.6576,8,6.5,mww,,61,4.318,1.17,us,usc000tcba,2015-03-27T07:02:25.040Z,"236km S of Punta de Burica, Panama",earthquake
2015-03-30T08:48:25.340Z,-15.4994,-173.0293,11,6.5,mww,,36,4.629,0.9,us,us10001ryu,2015-06-12T01:53:29.040Z,"91km ENE of Hihifo, Tonga",earthquake
2015-04-17T15:52:51.480Z,-15.8815,-178.6005,10,6.5,mww,,42,3.702,1.07,us,us200027c2,2015-06-26T23:15:55.040Z,"181km SSW of Sigave, Wallis and Futuna",earthquake
2015-06-23T12:18:30.270Z,27.7375,139.7254,460,6.5,mww,,11,2.277,0.98,us,us10002l37,2015-09-01T00:53:55.040Z,"256km WNW of Chichi-shima, Japan",earthquake
2015-07-16T15:16:33.780Z,13.8672,-58.5479,20,6.5,mww,,20,1.218,0.97,us,us20002xx1,2015-10-14T21:05:36.040Z,"127km NE of Bathsheba, Barbados",earthquake
2015-08-12T18:49:24.080Z,-9.3293,157.8772,6.43,6.5,mww,,16,2.045,1.19,us,us100031me,2015-11-06T18:06:26.040Z,"177km SE of Gizo, Solomon Islands",earthquake
2015-11-17T07:10:07.300Z,38.67,20.6,11,6.5,mww,,,,0.98,us,us10003ywp,2015-12-08T02:07:00.306Z,"10km WSW of Nidri, Greece",earthquake
2015-11-09T16:03:46.070Z,51.6394,-173.0746,15,6.5,mww,,39,0.897,0.86,us,us10003vyx,2015-12-14T14:56:42.839Z,"99km SE of Atka, Alaska",earthquake
2015-11-04T03:44:15.190Z,-8.3381,124.8754,20,6.5,mww,,21,1.53,0.83,us,us200041ty,2015-12-21T21:57:53.064Z,"80km WNW of Dili, East Timor",earthquake
2015-09-17T03:55:15.430Z,-31.4244,-71.6876,27,6.5,mww,,62,0.749,0.65,us,us20003kfj,2015-12-21T23:16:13.040Z,"54km WNW of Illapel, Chile",earthquake
2015-02-19T13:18:32.810Z,-16.4311,168.1483,10,6.4,mww,,33,1.335,1.02,us,usc000trf9,2015-05-12T20:29:33.040Z,"85km ESE of Lakatoro, Vanuatu",earthquake
2015-03-23T04:51:38.010Z,-18.3534,-69.1663,130,6.4,mww,,35,0.324,1.3,us,us10001ppx,2015-06-09T21:30:02.040Z,"45km ESE of Putre, Chile",earthquake
2015-03-30T08:18:01.340Z,-15.392,-172.9409,14.54,6.4,mww,,35,4.659,0.95,us,us10001ryq,2015-06-12T01:53:29.040Z,"106km NE of Hihifo, Tonga",earthquake
2015-04-20T01:42:58.380Z,24.2026,122.3158,29,6.4,mww,,11,0.659,1.26,us,us200027ps,2015-06-26T23:15:57.040Z,"64km SE of Su'ao, Taiwan",earthquake
2015-06-20T02:10:07.100Z,-36.3601,-73.812,11,6.4,mww,,51,2.039,1.03,us,us10002ke8,2015-09-01T00:53:51.040Z,"73km WNW of Talcahuano, Chile",earthquake
2015-07-03T01:07:47.290Z,37.4593,78.1542,20,6.4,mww,,15,4.272,1.03,us,us10002n4w,2015-09-30T00:20:52.040Z,"97km SE of Yilkiqi, China",earthquake
2015-08-15T07:47:06.500Z,-10.8968,163.8226,8,6.4,mww,,21,4.08,0.64,us,us100032k6,2015-11-17T00:13:29.040Z,"213km ESE of Kirakira, Solomon Islands",earthquake
2015-09-16T22:59:15.000Z,-31.618,-71.745,26.7,6.4,mb,,,,0.72,us,us20003k8b,2015-12-12T00:42:57.040Z,"55km W of Illapel, Chile",earthquake
2015-09-17T01:41:05.870Z,-31.1043,-71.6504,42.32,6.4,mww,,60,0.429,0.57,us,us20003kcn,2015-12-21T23:16:12.040Z,"70km SW of Ovalle, Chile",earthquake
2015-02-02T10:49:48.530Z,-32.7183,-67.1231,172,6.3,mww,,16,1.766,1,us,usc000tkwv,2015-05-02T14:07:06.040Z,"91km NW of La Punta, Argentina",earthquake
2015-04-07T00:46:21.830Z,-15.1676,-173.2247,30,6.3,mww,,36,1.878,1.07,us,us10001v8k,2015-06-16T01:00:30.040Z,"103km NNE of Hihifo, Tonga",earthquake
2015-05-12T07:36:54.490Z,27.625,86.1617,15,6.3,mww,,10,0.664,0.93,us,us20002ek5,2015-07-17T07:06:10.040Z,"33km NNE of Ramechhap, Nepal",earthquake
2015-05-24T04:53:23.630Z,-16.855,-14.1708,10,6.3,mww,,16,7.862,0.9,us,us10002bvx,2015-07-29T01:35:38.040Z,Southern Mid-Atlantic Ridge,earthquake
2015-07-29T02:35:59.000Z,59.8935,-153.1961,119.3,6.3,ms,,,,0.84,ak,ak11661615,2015-10-22T20:05:12.040Z,"70km SSW of Redoubt Volcano, Alaska",earthquake
2015-07-07T05:10:28.120Z,43.9097,147.9748,49,6.3,mww,,33,3.887,1.26,us,us20002vm7,2015-09-30T00:21:00.040Z,"101km E of Shikotan, Russia",earthquake
2015-09-26T02:51:18.830Z,-30.815,-71.3214,46,6.3,mww,,17,0.304,0.91,us,us20003p9y,2015-11-13T00:36:55.900Z,"26km SSW of Ovalle, Chile",earthquake
2015-09-07T09:13:56.600Z,-32.8199,-177.8599,17,6.3,mww,,56,3.564,1.47,us,us20003h2m,2015-12-05T01:40:33.040Z,"182km SSE of L'Esperance Rock, New Zealand",earthquake
2015-09-16T07:40:58.690Z,1.8841,126.4288,41.55,6.3,mww,,19,1.449,0.99,us,us20003jwc,2015-12-12T00:42:55.040Z,"146km ENE of Bitung, Indonesia",earthquake
2015-01-28T02:43:19.350Z,-20.9665,-178.3032,484.12,6.2,mww,,19,4.701,1.11,us,usb000tism,2015-04-24T16:54:45.040Z,"54km SE of Ndoi Island, Fiji",earthquake
2015-02-13T20:06:32.330Z,22.6374,121.427,30,6.2,mww,,14,0.367,1.09,us,usb000tp6y,2015-05-11T23:20:12.040Z,"31km ESE of Taitung City, Taiwan",earthquake
2015-02-16T22:00:53.590Z,-55.52,-28.2591,13,6.2,mww,,30,4.908,0.91,us,usb000tpuw,2015-05-11T23:20:19.040Z,"146km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-02-20T04:25:23.380Z,39.8244,143.5871,10,6.2,mww,,16,2.212,0.75,us,usc000trsc,2015-05-12T20:29:34.040Z,"141km E of Miyako, Japan",earthquake
2015-02-22T14:23:12.720Z,18.6766,-106.848,5,6.2,mww,,70,5.399,0.7,us,usc000tsak,2015-05-12T20:29:39.040Z,"218km SW of Tomatlan, Mexico",earthquake
2015-03-10T20:55:44.370Z,6.7757,-72.9875,155,6.2,mww,,13,2.332,1.18,us,us10001ldx,2015-05-28T00:48:41.040Z,"9km NNE of Aratoca, Colombia",earthquake
2015-03-17T22:12:28.940Z,1.6686,126.5217,44,6.2,mww,,18,1.227,0.85,us,us10001nab,2015-06-04T00:46:24.040Z,"135km NW of Kota Ternate, Indonesia",earthquake
2015-03-18T18:27:29.500Z,-36.1167,-73.5219,13,6.2,mww,,34,0.828,0.77,us,us10001nj1,2015-06-04T00:46:26.040Z,"75km NNW of Talcahuano, Chile",earthquake
2015-04-22T22:57:15.650Z,-12.039,166.432,72,6.2,mww,,28,6.875,0.66,us,us200028gt,2015-06-26T23:16:03.040Z,"160km SSE of Lata, Solomon Islands",earthquake
2015-04-24T13:56:15.180Z,51.6148,-130.7714,8,6.2,mww,,69,1.743,1.24,us,us200028ue,2015-07-03T00:23:38.040Z,"192km WSW of Bella Bella, Canada",earthquake
2015-05-24T14:38:59.510Z,-19.3933,-175.9627,10,6.2,mww,,60,5.711,0.99,us,us10002bx8,2015-07-29T01:35:39.040Z,"175km WNW of Pangai, Tonga",earthquake
2015-05-30T18:49:07.340Z,30.7856,142.9722,6.05,6.2,mww,,12,3.549,0.81,us,us20002kpm,2015-08-08T00:49:20.040Z,"Izu Islands, Japan region",earthquake
2015-11-07T07:04:31.380Z,-29.4665,-72.2951,13,6.2,mww,,111,1.023,0.8,us,us10003vgi,2015-12-04T07:49:19.222Z,"106km WNW of Coquimbo, Chile",earthquake
2015-10-23T01:40:06.320Z,-54.2258,6.1653,11,6.2,mww,,38,17.944,0.8,us,us10003qvc,2015-12-04T22:38:36.199Z,"183km E of Bouvet Island, Bouvet Island",earthquake
2015-11-27T21:00:23.050Z,-24.8261,-70.6113,35,6.2,mww,,44,0.274,1.22,us,us100041t7,2015-12-21T22:57:59.000Z,"64km NNW of Taltal, Chile",earthquake
2015-12-19T02:10:53.300Z,-18.3992,169.3996,10,6.2,mwp,,35,3.12,0.85,us,us1000489i,2015-12-20T04:22:11.040Z,"128km N of Isangel, Vanuatu",earthquake
2015-09-18T09:10:44.730Z,-32.3681,-72.2292,8,6.2,mww,,48,0.821,0.95,us,us20003l5d,2015-12-21T23:16:19.040Z,"93km NW of Valparaiso, Chile",earthquake
2015-09-19T12:52:20.920Z,-32.3335,-72.0629,18,6.2,mww,,60,0.775,1.19,us,us20003luw,2015-12-21T23:16:24.040Z,"79km W of La Ligua, Chile",earthquake
2015-02-18T09:32:26.770Z,-10.7598,164.1216,10,6.1,mww,,14,4.314,0.67,us,usb000tq9f,2015-05-11T23:20:23.040Z,"187km W of Lata, Solomon Islands",earthquake
2015-03-03T10:37:30.050Z,-0.7789,98.7161,28,6.1,mww,,22,2.362,0.91,us,usc000tumx,2015-05-19T00:29:50.040Z,"48km NW of Sikabaluan, Indonesia",earthquake
2015-03-15T23:17:16.910Z,-0.5409,122.3067,31,6.1,mww,,16,0.681,1.02,us,us10001mm0,2015-06-04T00:46:21.040Z,"70km NW of Luwuk, Indonesia",earthquake
2015-04-20T12:00:00.070Z,24.0471,122.4532,29,6.1,mww,,26,0.659,0.77,us,us200027ru,2015-06-26T23:15:58.040Z,"72km SW of Yonakuni, Japan",earthquake
2015-04-25T06:15:22.910Z,27.6285,85.5398,10,6.1,mb,,43,1.173,1.02,us,us20002bi4,2015-07-03T00:23:39.040Z,"1km E of Banepa, Nepal",earthquake
2015-04-24T03:36:42.400Z,-42.0602,173.0066,48,6.1,mww,,22,0.307,0.93,us,us200028qc,2015-07-03T00:23:37.040Z,"67km NW of Kaikoura, New Zealand",earthquake
2015-04-28T16:39:39.190Z,-20.8865,-178.6329,581,6.1,mww,,13,4.422,0.85,us,us200029x8,2015-07-03T00:23:46.040Z,"27km SSE of Ndoi Island, Fiji",earthquake
2015-06-08T06:01:08.300Z,41.5615,142.0308,42,6.1,mww,,54,0.956,1.14,us,us20002mvq,2015-08-10T13:08:24.040Z,"74km ENE of Mutsu, Japan",earthquake
2015-07-03T06:43:21.540Z,10.1691,125.8907,32,6.1,mww,,19,3.095,1.03,us,us10002n6s,2015-09-30T00:20:53.040Z,"23km NW of Santa Monica, Philippines",earthquake
2015-10-11T00:58:27.170Z,-54.4856,-135.708,10,6.1,mww,,27,30.68,0.86,us,us10003mrv,2015-11-20T22:25:43.511Z,Pacific-Antarctic Ridge,earthquake
2015-11-21T09:06:12.080Z,-7.207,129.9253,67.3,6.1,mwp,,33,5.725,0.98,us,us1000402t,2015-11-22T04:57:01.000Z,"174km WNW of Saumlaki, Indonesia",earthquake
2015-09-16T14:03:22.110Z,-6.0114,151.4768,6,6.1,mww,,13,1.933,0.92,us,us20003jyz,2015-12-12T00:42:56.040Z,"156km ESE of Kimbe, Papua New Guinea",earthquake
2015-09-16T23:03:56.560Z,-31.7502,-71.7425,19.1,6.1,mwr,,93,1.077,0.95,us,us20003k7m,2015-12-12T00:42:57.040Z,"56km WSW of Illapel, Chile",earthquake
2015-09-16T23:16:09.440Z,-31.6,-71.9189,35,6.1,mb,,98,0.954,0.76,us,us20003k83,2015-12-12T00:42:57.040Z,"71km W of Illapel, Chile",earthquake
2015-09-19T05:06:47.500Z,-29.6411,-72.077,6,6.1,mww,,95,0.779,0.81,us,us20003lql,2015-12-21T23:16:23.040Z,"78km WNW of Coquimbo, Chile",earthquake
2015-09-21T05:39:34.910Z,-31.5757,-71.7431,30,6.1,mww,,27,0.903,1.08,us,us20003mcj,2015-12-21T23:16:28.040Z,"55km W of Illapel, Chile",earthquake
2015-01-30T17:57:56.440Z,-21.2452,170.158,7.08,6,mww,,21,3.551,1.06,us,usc000tker,2015-05-02T14:07:17.040Z,"209km SSE of Isangel, Vanuatu",earthquake
2015-02-21T10:13:53.290Z,39.8185,143.4861,7,6,mww,,44,2.208,0.55,us,usc000ts49,2015-05-12T20:29:37.040Z,"133km E of Miyako, Japan",earthquake
2015-03-06T08:22:18.960Z,-41.3157,80.6046,10,6,mww,,26,4.225,0.9,us,usc000tvgw,2015-05-28T00:48:34.040Z,Mid-Indian Ridge,earthquake
2015-03-30T07:56:53.230Z,-15.4296,-173.049,10,6,mww,,36,4.695,0.96,us,us10001ryk,2015-06-12T01:53:29.040Z,"94km NE of Hihifo, Tonga",earthquake
2015-03-31T12:18:24.200Z,-4.8946,152.49,39,6,mww,,16,0.77,0.67,us,us10001sbf,2015-06-12T01:53:32.040Z,"65km SSE of Kokopo, Papua New Guinea",earthquake
2015-04-16T18:07:43.610Z,35.1891,26.8235,20,6,mww,,25,0.451,0.83,us,us2000272b,2015-06-26T23:15:53.040Z,"49km SW of Karpathos, Greece",earthquake
2015-04-20T11:45:13.440Z,24.0851,122.453,29,6,mww,,12,0.635,0.69,us,us200027rt,2015-06-26T23:15:58.040Z,"69km SW of Yonakuni, Japan",earthquake
2015-05-01T08:06:52.250Z,-5.4912,151.8715,35,6,mb,,71,1.323,0.98,us,us20002dhx,2015-07-09T22:00:04.040Z,"133km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-03T22:32:39.010Z,-5.6314,151.6757,24,6,mww,,15,1.511,0.73,us,us20002b1r,2015-07-09T22:00:08.040Z,"155km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-10T21:25:46.440Z,31.2373,142.0157,6,6,mww,,30,2.644,0.48,us,us20002e96,2015-07-17T07:06:06.040Z,"292km SE of Hachijo-jima, Japan",earthquake
2015-05-15T20:26:56.870Z,-2.542,102.2191,151,6,mww,,25,2.503,1.15,us,us100029k5,2015-07-23T01:04:01.040Z,"105km ESE of Sungaipenuh, Indonesia",earthquake
2015-05-20T00:30:54.700Z,-19.3021,-175.5247,203,6,mww,,31,6.287,1.19,us,us10002anx,2015-07-23T01:04:12.040Z,"135km WNW of Pangai, Tonga",earthquake
2015-05-30T17:18:35.040Z,-15.7216,-173.3817,10,6,mwc,,44,2.377,1.14,us,us20002kp6,2015-08-08T00:49:18.040Z,"46km ENE of Hihifo, Tonga",earthquake
2015-06-04T23:15:43.910Z,5.9867,116.5409,10,6,mww,,20,6.431,1.03,us,us20002m5s,2015-09-21T06:02:53.301Z,"14km WNW of Ranau, Malaysia",earthquake
2015-06-10T13:52:09.770Z,-22.4,-68.4323,124,6,mww,,20,0.49,1.13,us,us20002nkt,2015-08-10T13:08:29.040Z,"52km E of Calama, Chile",earthquake
2015-06-12T11:07:08.040Z,-15.6758,-173.0098,48,6,mww,,21,2.122,1.19,us,us20002pak,2015-08-20T00:43:55.040Z,"84km ENE of Hihifo, Tonga",earthquake
2015-06-21T21:28:16.270Z,-20.4307,-178.3276,562.61,6,mww,,18,4.341,0.68,us,us10002kra,2015-09-01T00:53:53.040Z,"45km ENE of Ndoi Island, Fiji",earthquake
2015-06-25T18:45:57.450Z,-32.0722,-178.3241,10,6,mww,,57,2.838,1.32,us,us10002lne,2015-09-02T22:37:18.040Z,"89km SE of L'Esperance Rock, New Zealand",earthquake
2015-06-30T03:39:29.410Z,-5.4513,151.5457,43,6,mww,,20,1.395,0.8,us,us10002mhg,2015-09-02T22:37:24.040Z,"145km SSW of Kokopo, Papua New Guinea",earthquake
2015-07-01T19:35:21.460Z,-10.9911,162.5558,12,6,mww,,24,2.995,0.77,us,us10002mw0,2015-09-02T22:37:27.040Z,"91km SE of Kirakira, Solomon Islands",earthquake
2015-08-06T23:59:46.290Z,-26.4576,-178.2511,269,6,mww,,13,2.791,1.08,us,us10002zz0,2015-11-06T18:06:20.040Z,South of the Fiji Islands,earthquake
2015-08-13T10:39:53.840Z,-37.0152,78.0623,10,6,mww,,38,0.873,1.4,us,us100031wx,2015-11-17T00:13:24.040Z,"102km NNE of Amsterdam Island, France",earthquake
2015-10-14T05:43:08.300Z,48.8595,156.2259,12,6,mww,,48,4.355,1.34,us,us10003nib,2015-11-19T12:05:57.408Z,"202km S of Severo-Kuril'sk, Russia",earthquake
2015-08-24T09:41:26.630Z,-30.6502,-178.7298,228,6,mww,,59,1.563,1.32,us,us100034fl,2015-11-24T02:09:32.040Z,"88km N of L'Esperance Rock, New Zealand",earthquake
2015-11-24T13:21:35.800Z,18.7906,145.3115,586.23,6,mww,,12,2.465,0.8,us,us100040q8,2015-11-24T21:24:18.270Z,"37km W of Agrihan, Northern Mariana Islands",earthquake
2015-09-01T15:25:09.520Z,31.1806,141.6,8,6,mww,,19,2.452,0.8,us,us20003feg,2015-12-01T00:36:08.040Z,"270km SE of Hachijo-jima, Japan",earthquake
2015-10-18T16:18:35.520Z,-16.2018,-173.2608,12,6,mww,,23,10.603,1.01,us,us10003pie,2015-12-02T14:33:13.786Z,"59km ESE of Hihifo, Tonga",earthquake
2015-10-23T04:04:18.140Z,-45.8146,37.1711,10,6,mww,,23,10.221,0.94,us,us10003qvh,2015-12-04T22:35:13.108Z,"129km NNW of Marion Island, Prince Edward Islands",earthquake
2015-09-07T08:46:09.050Z,-24.2427,179.1278,535,6,mww,,21,5.634,1.1,us,us20003h2i,2015-12-05T01:40:33.040Z,South of the Fiji Islands,earthquake
2015-09-10T10:26:44.810Z,52.0985,-169.5349,20,6,mww,,61,0.698,1.45,us,us20003hq5,2015-12-12T00:42:44.040Z,"98km SE of Yunaska Island, Alaska",earthquake
2015-12-20T18:47:35.850Z,3.6331,117.6252,9.02,6,mwp,,70,1.764,0.85,us,us100048hc,2015-12-21T14:56:56.000Z,"36km N of Tarakan, Indonesia",earthquake
2015-09-18T15:59:42.640Z,15.2767,-45.9886,10,6,mww,,37,13.328,0.94,us,us20003lc6,2015-12-21T23:16:20.040Z,Northern Mid-Atlantic Ridge,earthquake
2015-09-22T07:13:00.520Z,-31.4441,-71.2653,58,6,mww,,13,0.779,0.99,us,us20003msd,2015-12-21T23:16:31.040Z,"22km NNW of Illapel, Chile",earthquake
2015-01-10T19:32:00.320Z,14.7709,120.2456,59,5.9,mww,,21,8.042,0.72,us,usc000tejf,2015-04-10T18:56:29.040Z,"5km NW of Mabayo, Philippines",earthquake
2015-02-02T08:25:48.510Z,-1.539,145.2141,14,5.9,mww,,12,2.208,0.73,us,usc000tkwl,2015-05-02T14:05:26.040Z,"235km WNW of Lorengau, Papua New Guinea",earthquake
